,Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS,Year
249,Elias Diaz,PIT,C,29,101,303,31,73,14,0,2,28,0,0,23,56,1,3,2,0.24100000000000002,0.29600000000000004,0.307,0.603,2019
250,David Bote,CHC,2B,27,127,303,47,78,17,0,11,41,5,1,44,93,0,2,7,0.257,0.36200000000000004,0.42200000000000004,0.784,2019
251,Garrett Hampson,COL,2B,26,105,299,40,74,9,4,8,27,15,3,24,88,2,2,0,0.247,0.302,0.385,0.687,2019
252,JaCoby Jones,DET,OF,28,88,298,39,70,19,3,11,26,7,2,27,94,1,1,6,0.235,0.31,0.43,0.74,2019
253,Mitch Moreland,BOS,1B,35,91,298,48,75,17,1,19,58,1,0,34,74,0,2,1,0.252,0.32799999999999996,0.507,0.835,2019
254,Brandon Lowe,TB,2B,26,82,296,42,80,17,2,17,51,5,0,25,113,0,1,5,0.27,0.336,0.514,0.85,2019
255,Tommy La Stella,LAA,2B,31,80,292,49,86,8,0,16,44,0,0,20,28,0,0,3,0.295,0.34600000000000003,0.486,0.8320000000000001,2019
256,Jake Marisnick,HOU,OF,29,120,292,46,68,16,3,10,34,10,3,17,95,3,0,6,0.233,0.289,0.41100000000000003,0.7,2019
258,Hunter Pence,TEX,OF,37,83,286,53,85,17,1,18,59,6,1,26,69,0,2,2,0.297,0.358,0.552,0.91,2019
259,Richie Martin,BAL,SS,25,120,283,29,59,8,3,6,23,10,1,14,83,5,1,6,0.20800000000000002,0.26,0.322,0.5820000000000001,2019
260,Carlos Correa,HOU,SS,26,75,280,42,78,16,1,21,59,1,0,35,75,0,4,2,0.27899999999999997,0.358,0.568,0.9259999999999999,2019
261,Kurt Suzuki,WAS,C,37,85,280,37,74,11,0,17,63,0,1,20,36,0,3,6,0.264,0.324,0.486,0.81,2019
262,Brian McCann,ATL,C,36,85,277,28,69,9,0,12,45,0,0,31,53,0,6,2,0.249,0.32299999999999995,0.41200000000000003,0.735,2019
263,Ronny Rodriguez,DET,2B,28,84,276,29,61,12,3,14,43,3,1,13,82,0,5,0,0.221,0.252,0.43799999999999994,0.69,2019
264,Victor Reyes,DET,OF,26,69,276,29,84,16,5,3,25,9,3,14,64,0,2,0,0.304,0.336,0.431,0.767,2019
266,Austin Riley,ATL,OF,23,80,274,41,62,11,1,18,49,0,2,16,108,0,2,5,0.226,0.27899999999999997,0.47100000000000003,0.75,2019
267,Tyler Naquin,CLE,OF,29,89,274,34,79,19,0,10,34,4,2,14,66,2,2,2,0.28800000000000003,0.325,0.467,0.792,2019
268,Dawel Lugo,DET,3B,25,77,273,28,67,11,4,6,26,0,0,8,59,0,4,3,0.245,0.271,0.381,0.652,2019
269,Pablo Sandoval,SF,3B,34,108,272,42,73,23,0,14,41,1,0,18,67,2,3,1,0.268,0.313,0.507,0.82,2019
270,Tyler Flowers,ATL,C,34,85,271,36,62,11,3,11,34,0,0,31,105,0,2,6,0.22899999999999998,0.319,0.413,0.732,2019
271,Byron Buxton,MIN,OF,26,87,271,48,71,30,4,10,46,14,3,19,68,2,1,2,0.262,0.314,0.513,0.8270000000000001,2019
272,Mike Zunino,TB,C,29,90,266,30,44,10,1,9,32,0,0,20,98,0,0,3,0.165,0.23199999999999998,0.312,0.544,2019
273,Wilmer Flores,ARI,2B,29,89,265,31,84,18,0,9,37,0,0,15,31,0,1,4,0.317,0.361,0.48700000000000004,0.848,2019
274,Jose Osuna,PIT,1B,27,95,261,41,69,20,0,10,36,0,0,18,48,0,4,1,0.264,0.31,0.456,0.7659999999999999,2019
275,Steven Duggar,SF,OF,27,73,261,26,61,12,2,4,28,1,4,16,78,0,3,1,0.23399999999999999,0.278,0.341,0.619,2019
276,Mike Tauchman,NYY,OF,29,87,260,46,72,18,1,13,47,6,0,34,71,0,1,1,0.27699999999999997,0.361,0.504,0.865,2019
277,Tom Murphy,SEA,C,29,76,260,32,71,12,1,18,40,2,0,19,87,0,1,1,0.273,0.324,0.535,0.8590000000000001,2019
278,Brock Holt,BOS,2B,32,87,259,38,77,14,2,3,31,1,0,28,57,0,4,4,0.297,0.369,0.402,0.7709999999999999,2019
279,Juan Lagares,NYM,OF,31,133,258,38,55,12,1,5,27,4,1,22,75,2,1,2,0.213,0.27899999999999997,0.326,0.605,2019
280,Ian Kinsler,SD,2B,38,87,258,28,56,12,0,9,22,2,4,19,54,0,1,3,0.217,0.278,0.368,0.6459999999999999,2019
281,Jordy Mercer,DET,SS,34,74,256,24,69,16,0,9,22,0,0,13,57,0,0,2,0.27,0.31,0.43799999999999994,0.748,2019
282,Ronald Guzman,TEX,1B,26,87,256,34,56,20,0,10,36,1,2,32,87,0,4,3,0.21899999999999997,0.308,0.414,0.722,2019
283,Jon Berti,MIA,SS,30,73,256,52,70,14,1,6,24,17,3,24,73,0,1,6,0.273,0.348,0.406,0.754,2019
284,Stephen Vogt,SF,C,36,99,255,30,67,24,2,10,40,3,1,20,66,0,4,1,0.263,0.314,0.49,0.804,2019
285,Josh Naylor,SD,OF,23,94,253,29,63,15,0,8,32,1,1,25,64,0,1,0,0.249,0.315,0.40299999999999997,0.718,2019
286,Billy McKinney,TOR,OF,26,84,251,37,54,14,1,12,28,0,2,19,73,2,2,2,0.215,0.27399999999999997,0.42200000000000004,0.696,2019
287,Derek Dietrich,CIN,2B,31,113,251,41,47,8,2,19,43,1,1,28,74,0,1,25,0.187,0.32799999999999996,0.462,0.79,2019
288,Matt Beaty,LAD,1B,27,99,249,36,66,19,1,9,46,5,0,17,33,0,0,2,0.265,0.317,0.45799999999999996,0.775,2019
289,Dylan Moore,SEA,SS,28,113,247,31,51,14,2,9,28,11,9,25,93,1,0,9,0.20600000000000002,0.302,0.389,0.691,2019
290,Mitch Haniger,SEA,OF,29,63,246,46,54,13,1,15,32,4,0,30,81,0,2,5,0.22,0.314,0.46299999999999997,0.777,2019
291,Martin Prado,MIA,3B,37,104,245,26,57,9,0,2,15,0,0,12,41,0,3,0,0.233,0.265,0.294,0.5589999999999999,2019
292,Victor Caratini,CHC,C,27,95,244,31,65,11,0,11,34,1,0,29,59,0,3,3,0.266,0.348,0.447,0.795,2019
293,Joey Gallo,TEX,OF,26,70,241,54,61,15,1,22,49,4,2,52,114,1,1,2,0.253,0.389,0.598,0.987,2019
296,Cameron Maybin,NYY,OF,33,82,239,48,68,17,0,11,32,9,6,30,72,0,0,0,0.285,0.364,0.494,0.858,2019
298,Joey Wendle,TB,2B,30,75,238,32,55,13,2,3,19,8,3,14,47,0,3,8,0.231,0.293,0.34,0.633,2019
299,Austin Nola,SEA,C,30,79,238,37,64,12,1,10,31,1,0,23,63,1,1,4,0.26899999999999996,0.342,0.45399999999999996,0.7959999999999999,2019
300,Jason Castro,MIN,C,33,79,237,39,55,9,0,13,30,0,0,33,88,1,1,3,0.23199999999999998,0.332,0.435,0.767,2019
301,Leonys Martin,CLE,OF,32,65,236,32,47,7,0,9,19,4,5,21,78,3,0,4,0.19899999999999998,0.276,0.34299999999999997,0.619,2019
302,Phillip Ervin,CIN,OF,28,94,236,30,64,11,7,7,23,4,3,18,63,0,2,4,0.271,0.331,0.466,0.797,2019
303,Hernan Perez,MIL,2B,29,91,232,29,53,11,0,8,18,5,1,11,66,2,1,0,0.228,0.262,0.379,0.6409999999999999,2019
304,Johan Camargo,ATL,SS,26,98,232,31,54,12,1,7,32,1,0,15,43,1,0,0,0.233,0.27899999999999997,0.384,0.6629999999999999,2019
305,Greg Allen,CLE,OF,27,89,231,30,53,9,3,4,27,8,2,11,53,4,1,9,0.22899999999999998,0.29,0.34600000000000003,0.636,2019
306,Travis Shaw,MIL,3B,30,86,230,22,36,5,0,7,16,0,0,36,89,0,0,4,0.157,0.281,0.27,0.551,2019
307,Welington Castillo,CWS,C,33,72,230,19,48,12,0,12,41,0,0,16,74,0,2,3,0.209,0.267,0.41700000000000004,0.684,2019
308,Austin Romine,NYY,C,31,73,228,29,64,12,0,8,35,1,1,10,50,1,1,0,0.281,0.31,0.439,0.7490000000000001,2019
309,Jeff Mathis,TEX,C,37,88,228,17,36,9,0,2,12,1,0,15,87,0,1,0,0.158,0.209,0.22399999999999998,0.433,2019
310,Josh VanMeter,CIN,OF,25,95,228,33,54,13,1,8,23,9,3,29,56,0,1,2,0.237,0.327,0.408,0.735,2019
311,Adam Engel,CWS,OF,28,89,227,26,55,10,2,6,26,3,3,14,78,1,0,6,0.242,0.304,0.38299999999999995,0.687,2019
312,Francisco Mejia,SD,C,25,79,226,27,60,11,2,8,22,1,1,13,56,0,1,4,0.265,0.316,0.43799999999999994,0.754,2019
313,Lewis Brinson,MIA,OF,26,75,226,15,39,9,1,0,15,1,1,13,74,2,1,6,0.17300000000000001,0.23600000000000002,0.221,0.457,2019
314,Clint Frazier,NYY,OF,26,69,225,31,60,14,0,12,38,1,2,16,70,0,3,2,0.267,0.317,0.489,0.8059999999999999,2019
315,Jordan Luplow,CLE,OF,27,85,225,42,62,15,1,15,38,3,2,33,61,0,1,2,0.276,0.37200000000000005,0.551,0.9229999999999999,2019
316,Gordon Beckham,DET,2B,34,83,223,29,48,13,2,6,15,3,1,13,68,0,0,4,0.215,0.271,0.37200000000000005,0.643,2019
318,Adam Haseley,PHI,OF,24,67,222,30,59,14,0,5,26,4,0,14,60,1,0,5,0.266,0.324,0.396,0.72,2019
319,Aaron Hicks,NYY,OF,31,59,221,41,52,10,0,12,36,1,2,31,72,0,3,0,0.235,0.325,0.44299999999999995,0.768,2019
321,Justin Upton,LAA,OF,33,63,219,34,47,8,0,12,40,1,1,32,78,0,5,0,0.215,0.309,0.41600000000000004,0.725,2019
322,Andrew McCutchen,PHI,OF,34,59,219,45,56,12,1,10,29,2,1,43,55,0,0,0,0.256,0.37799999999999995,0.457,0.835,2019
324,Ryan Cordell,CWS,OF,28,97,217,22,48,8,0,7,24,3,1,19,69,6,2,3,0.221,0.29,0.355,0.645,2019
325,Addison Russell,CHC,2B,26,82,215,25,51,4,1,9,23,2,0,20,58,1,2,3,0.237,0.308,0.391,0.6990000000000001,2019
326,Donovan Solano,SF,2B,32,81,215,27,71,13,1,4,23,0,1,10,49,0,2,1,0.33,0.36,0.456,0.816,2019
327,Luis Urias,SD,2B,23,71,215,27,48,8,1,4,24,0,1,25,56,0,0,9,0.223,0.32899999999999996,0.326,0.655,2019
328,Tim Locastro,ARI,OF,28,91,212,38,53,12,2,1,17,17,0,14,44,1,1,22,0.25,0.35700000000000004,0.34,0.6970000000000001,2019
330,Austin Barnes,LAD,C,30,75,212,28,43,12,1,5,25,3,0,23,56,0,2,5,0.203,0.293,0.34,0.633,2019
331,Aledmys Diaz,HOU,2B,30,69,210,36,57,12,1,9,40,2,0,26,28,0,6,5,0.271,0.35600000000000004,0.467,0.823,2019
332,Russell Martin,LAD,C,37,83,209,29,46,5,0,6,20,1,0,30,60,0,2,8,0.22,0.337,0.33,0.667,2019
333,Grayson Greiner,DET,C,28,58,208,18,42,5,1,5,19,0,0,13,70,1,1,1,0.20199999999999999,0.251,0.308,0.5589999999999999,2019
334,Curt Casali,CIN,C,31,84,207,24,52,9,0,8,32,0,0,25,59,0,3,1,0.251,0.331,0.41100000000000003,0.742,2019
335,Daniel Robertson,TB,2B,26,74,207,23,44,9,1,2,19,2,2,24,59,0,0,6,0.213,0.312,0.295,0.607,2019
336,Aristides Aquino,CIN,OF,26,56,205,31,53,8,0,19,47,7,0,16,60,0,2,2,0.259,0.316,0.5760000000000001,0.892,2019
337,Guillermo Heredia,TB,OF,29,89,204,31,46,13,0,5,20,2,2,18,60,2,1,6,0.225,0.306,0.363,0.669,2019
338,Ehire Adrianza,MIN,SS,31,84,202,34,55,8,3,5,22,0,2,20,40,2,4,6,0.272,0.349,0.41600000000000004,0.765,2019
339,Isiah Kiner-Falefa,TEX,C,25,65,202,23,48,12,1,1,21,3,0,14,49,1,1,4,0.23800000000000002,0.299,0.322,0.621,2019
340,Ildemaro Vargas,ARI,2B,29,92,201,25,54,9,1,6,24,1,0,9,24,0,1,0,0.26899999999999996,0.299,0.413,0.7120000000000001,2019
341,Matt Joyce,ATL,OF,36,129,200,32,59,10,0,7,23,0,0,38,45,0,0,0,0.295,0.408,0.45,0.858,2019
342,Brandon Nimmo,NYM,OF,27,69,199,34,44,11,1,8,29,3,0,46,71,1,3,5,0.221,0.375,0.40700000000000003,0.782,2019
343,Ender Inciarte,ATL,OF,30,65,199,30,49,11,2,5,24,7,1,26,41,0,1,4,0.24600000000000002,0.34299999999999997,0.397,0.74,2019
344,Jake Cave,MIN,OF,27,72,198,28,51,11,2,8,25,0,0,21,71,0,1,8,0.258,0.35100000000000003,0.455,0.8059999999999999,2019
345,Bo Bichette,TOR,SS,22,46,196,32,61,18,0,11,21,4,4,14,50,0,1,1,0.311,0.358,0.5710000000000001,0.929,2019
346,Jacob Stallings,PIT,C,30,71,191,26,50,5,0,6,13,0,0,16,40,1,0,2,0.262,0.325,0.382,0.7070000000000001,2019
347,Kevan Smith,LAA,C,32,67,191,21,48,12,0,5,20,2,0,16,37,0,1,3,0.251,0.318,0.39299999999999996,0.711,2019
348,Willians Astudillo,MIN,C,29,58,190,28,51,9,0,4,21,0,0,5,8,0,4,5,0.268,0.299,0.379,0.6779999999999999,2019
350,Jake Lamb,ARI,3B,30,78,187,26,36,8,2,6,30,1,0,32,55,0,2,5,0.193,0.32299999999999995,0.353,0.6759999999999999,2019
351,Bubba Starling,KC,OF,28,56,186,26,40,7,0,4,12,2,0,9,56,1,0,1,0.215,0.255,0.317,0.5720000000000001,2019
352,Ty France,SD,2B,26,69,184,20,43,8,1,7,24,0,2,9,49,0,1,7,0.23399999999999999,0.294,0.402,0.696,2019
353,Kyle Farmer,CIN,2B,30,97,183,22,42,6,0,9,27,4,1,10,59,0,1,3,0.23,0.27899999999999997,0.41,0.6890000000000001,2019
355,Isan Diaz,MIA,2B,24,49,179,17,31,5,2,5,23,0,3,19,59,0,1,2,0.17300000000000001,0.259,0.307,0.5660000000000001,2019
356,Austin Dean,MIA,OF,27,64,178,17,40,14,0,6,21,0,2,9,47,1,1,0,0.225,0.261,0.40399999999999997,0.665,2019
357,Dominic Smith,NYM,1B,25,89,177,35,50,10,0,11,25,1,2,19,44,0,0,1,0.282,0.355,0.525,0.88,2019
359,Mike Freeman,CLE,2B,33,75,177,27,49,8,0,4,24,1,2,22,61,6,4,4,0.27699999999999997,0.36200000000000004,0.39,0.752,2019
361,Jung Ho Kang,PIT,3B,33,65,172,15,29,7,1,10,24,0,0,11,60,0,1,1,0.16899999999999998,0.222,0.395,0.617,2019
362,Yairo Munoz,STL,3B,25,88,172,20,46,7,1,2,13,8,3,7,37,0,1,1,0.267,0.298,0.355,0.653,2019
363,Sandy Leon,BOS,C,31,65,172,14,33,3,0,5,19,0,0,13,47,4,1,1,0.192,0.251,0.297,0.5479999999999999,2019
364,Ryan Zimmerman,WAS,1B,36,52,171,20,44,9,0,6,27,0,0,17,39,0,2,0,0.257,0.321,0.415,0.736,2019
365,Will Smith,LAD,C,25,54,170,30,43,9,0,15,42,2,0,18,52,0,3,5,0.253,0.337,0.5710000000000001,0.9079999999999999,2019
366,Travis Demeritte,DET,OF,26,48,169,24,38,7,2,3,10,3,0,14,63,1,1,1,0.225,0.28600000000000003,0.34299999999999997,0.629,2019
367,Ryon Healy,SEA,3B,28,47,169,24,40,16,0,7,26,0,0,13,40,0,4,1,0.237,0.289,0.456,0.745,2019
368,Austin Slater,SF,OF,27,68,168,20,40,9,3,5,21,1,0,22,59,0,0,2,0.23800000000000002,0.33299999999999996,0.41700000000000004,0.75,2019
369,Matt Wieters,STL,C,34,67,168,15,36,4,0,11,27,1,1,12,47,0,2,1,0.214,0.268,0.435,0.703,2019
370,Daniel Descalso,CHC,2B,34,82,168,20,29,5,1,2,15,2,1,23,57,1,1,0,0.17300000000000001,0.271,0.25,0.521,2019
371,Eduardo Nunez,BOS,2B,33,60,167,13,38,7,0,2,20,5,1,4,27,1,2,0,0.228,0.243,0.305,0.5479999999999999,2019
372,Chance Sisco,BAL,C,25,59,167,29,35,7,0,8,20,0,1,22,61,0,0,9,0.21,0.33299999999999996,0.395,0.728,2019
373,Jon Jay,CWS,OF,35,47,165,12,44,8,0,0,9,0,0,8,30,5,1,3,0.267,0.311,0.315,0.626,2019
375,Alex Avila,ARI,C,33,63,164,22,34,8,0,9,24,1,0,36,68,0,0,1,0.207,0.353,0.42100000000000004,0.774,2019
377,David Freese,LAD,3B,37,79,162,35,51,13,0,11,29,0,0,23,44,0,0,1,0.315,0.40299999999999997,0.599,1.002,2019
378,Manny Pina,MIL,C,33,76,158,10,36,8,0,7,25,0,0,16,50,0,1,4,0.228,0.313,0.41100000000000003,0.7240000000000001,2019
379,Kevin Plawecki,CLE,C,29,60,158,13,35,10,0,3,17,0,1,12,31,0,1,3,0.222,0.287,0.342,0.629,2019
380,Trent Grisham,MIL,OF,24,51,156,24,36,6,2,6,24,1,0,20,48,0,3,4,0.231,0.32799999999999996,0.41,0.738,2019
382,Gregory Polanco,PIT,OF,29,42,153,23,37,8,1,6,17,3,1,12,49,0,0,1,0.242,0.301,0.425,0.726,2019
383,Shed Long,SEA,2B,25,42,152,21,40,12,1,5,15,3,3,16,40,0,0,0,0.263,0.33299999999999996,0.45399999999999996,0.787,2019
384,Nate Lowe,TB,1B,25,50,152,24,40,8,0,7,19,0,0,13,50,0,2,2,0.263,0.325,0.45399999999999996,0.779,2019
385,Justin Bour,LAA,1B,32,52,151,18,26,5,0,8,26,0,0,17,52,0,1,1,0.172,0.259,0.364,0.623,2019
386,Ben Zobrist,CHC,2B,39,47,150,24,39,5,0,1,17,0,0,23,24,0,2,1,0.26,0.358,0.313,0.6709999999999999,2019
387,Marco Hernandez,BOS,2B,28,61,148,18,37,7,0,2,11,1,2,3,42,1,0,3,0.25,0.27899999999999997,0.33799999999999997,0.617,2019
388,Matt Duffy,TB,3B,29,46,147,12,37,8,0,1,12,0,1,19,29,0,1,2,0.252,0.34299999999999997,0.327,0.67,2019
389,Cole Tucker,PIT,SS,24,56,147,16,31,10,3,2,13,0,0,10,40,1,0,1,0.21100000000000002,0.266,0.361,0.627,2019
390,Matt Thaiss,LAA,3B,25,53,147,17,31,7,0,8,23,0,0,17,52,0,0,0,0.21100000000000002,0.293,0.42200000000000004,0.715,2019
392,Chris Iannetta,COL,C,37,52,144,20,32,10,0,6,21,0,0,18,54,0,1,1,0.222,0.311,0.41700000000000004,0.728,2019
393,Charlie Tilson,CWS,OF,27,54,144,16,33,5,0,1,12,4,0,10,38,0,0,3,0.22899999999999998,0.293,0.285,0.578,2019
394,Ryan Goins,CWS,3B,32,52,144,13,36,6,1,2,10,0,1,17,44,1,0,1,0.25,0.33299999999999996,0.34700000000000003,0.68,2019
395,Sam Travis,BOS,1B,27,59,144,17,31,4,1,6,16,2,0,11,36,0,1,1,0.215,0.27399999999999997,0.382,0.6559999999999999,2019
396,Mike Ford,NYY,1B,28,50,143,30,37,7,0,12,25,0,0,17,28,0,0,3,0.259,0.35,0.5589999999999999,0.909,2019
397,Pablo Reyes,PIT,OF,27,71,143,18,29,7,2,2,19,1,1,13,36,0,0,1,0.203,0.27399999999999997,0.322,0.596,2019
398,Erik Gonzalez,PIT,SS,29,53,142,15,36,4,1,1,6,4,1,9,37,3,1,1,0.254,0.301,0.317,0.618,2019
401,Tyler O'Neill,STL,OF,25,60,141,18,37,6,0,5,16,1,0,10,53,0,0,0,0.262,0.311,0.41100000000000003,0.722,2019
402,Ian Happ,CHC,OF,26,58,140,25,37,7,1,11,30,2,0,15,39,0,1,0,0.264,0.33299999999999996,0.564,0.897,2019
403,Josh Rojas,ARI,OF,26,41,138,17,30,7,0,2,16,4,2,18,41,0,0,1,0.217,0.312,0.312,0.624,2019
404,Josh Harrison,DET,2B,33,36,137,10,24,7,1,1,8,4,2,6,27,0,2,2,0.175,0.218,0.263,0.48100000000000004,2019
405,Andrew Knapp,PHI,C,28,74,136,12,29,9,0,2,8,0,0,18,51,3,0,3,0.213,0.318,0.324,0.642,2019
406,Tomas Nido,NYM,C,26,50,136,9,26,5,0,4,14,0,0,7,37,1,0,0,0.191,0.231,0.316,0.547,2019
407,Charlie Culberson,ATL,OF,31,108,135,14,35,5,2,5,20,0,1,6,44,1,1,1,0.259,0.294,0.43700000000000006,0.731,2019
408,Mark Reynolds,COL,1B,37,78,135,13,23,7,0,4,20,2,0,22,57,0,3,2,0.17,0.29,0.311,0.601,2019
411,Meibrys Viloria,KC,C,23,42,133,7,28,7,0,1,15,0,1,10,44,1,4,0,0.21100000000000002,0.259,0.28600000000000003,0.545,2019
412,JT Riddle,MIA,OF,29,51,132,15,25,6,0,6,12,0,0,5,42,0,0,2,0.18899999999999997,0.23,0.371,0.601,2019
413,Mike Brosseau,TB,2B,26,51,132,17,36,7,0,6,16,1,0,7,39,1,0,2,0.273,0.319,0.462,0.7809999999999999,2019
414,Wilmer Difo,WAS,SS,28,43,131,15,33,2,0,2,8,0,1,12,29,1,0,0,0.252,0.315,0.313,0.628,2019
417,Cam Gallagher,KC,C,27,45,126,14,30,7,0,3,12,0,1,11,28,1,1,3,0.23800000000000002,0.312,0.365,0.677,2019
418,Odubel Herrera,PHI,OF,28,39,126,12,28,10,1,1,16,2,2,11,33,0,1,1,0.222,0.28800000000000003,0.341,0.629,2019
419,DJ Stewart,BAL,OF,26,44,126,15,30,6,0,4,15,1,2,14,26,0,1,1,0.23800000000000002,0.317,0.381,0.698,2019
421,Humberto Arteaga,KC,SS,26,41,122,11,24,4,0,0,4,1,1,8,28,3,0,2,0.19699999999999998,0.258,0.23,0.488,2019
422,Adam Duvall,ATL,OF,32,41,120,17,32,4,1,10,19,0,0,7,39,0,1,2,0.267,0.315,0.5670000000000001,0.882,2019
423,Jose Trevino,TEX,C,27,40,120,18,31,9,0,2,13,0,0,3,27,1,2,0,0.258,0.272,0.38299999999999995,0.655,2019
424,Luke Maile,TOR,C,29,45,119,9,18,2,1,2,9,1,0,8,33,2,0,0,0.151,0.205,0.235,0.44,2019
427,Nick Solak,TEX,DH,25,33,116,19,34,6,1,5,17,2,0,15,29,0,0,4,0.293,0.39299999999999996,0.491,0.884,2019
428,Bryan Holaday,MIA,C,32,43,115,12,32,6,0,4,12,0,1,11,21,1,1,1,0.278,0.344,0.435,0.779,2019
429,Sean Rodriguez,PHI,3B,35,76,112,24,25,5,0,4,12,1,1,19,41,4,1,3,0.223,0.348,0.375,0.723,2019
430,Jake Rogers,DET,C,25,35,112,11,14,3,0,4,8,0,0,13,51,2,0,1,0.125,0.222,0.259,0.48100000000000004,2019
431,Tim Lopes,SEA,OF,26,41,111,11,30,7,0,1,12,6,3,15,29,0,1,1,0.27,0.359,0.36,0.7190000000000001,2019
435,Roman Quinn,PHI,OF,27,44,108,18,23,3,1,4,11,8,0,12,34,1,0,1,0.213,0.298,0.37,0.6679999999999999,2019
436,Myles Straw,HOU,SS,26,56,108,27,29,4,2,0,7,8,1,19,24,1,0,0,0.26899999999999996,0.37799999999999995,0.34299999999999997,0.721,2019
438,Nick Williams,PHI,OF,27,67,106,9,16,4,0,2,5,0,0,4,43,0,0,2,0.151,0.196,0.245,0.441,2019
439,Rosell Herrera,MIA,OF,28,63,105,10,21,6,0,2,11,4,1,11,27,1,0,2,0.2,0.28800000000000003,0.314,0.602,2019
441,Lucas Duda,KC,1B,34,39,105,7,18,4,0,4,15,0,0,11,32,0,2,1,0.171,0.252,0.324,0.5760000000000001,2019
444,Jace Peterson,BAL,OF,30,29,100,14,22,3,1,2,11,4,1,6,24,0,1,1,0.22,0.26899999999999996,0.33,0.599,2019
445,Willi Castro,DET,SS,23,30,100,10,23,6,1,1,8,0,1,6,34,1,1,2,0.23,0.284,0.34,0.624,2019
446,Yonathan Daza,COL,OF,26,44,97,7,20,1,1,0,3,1,0,7,21,0,1,0,0.20600000000000002,0.257,0.237,0.494,2019
447,Zack Cozart,LAA,3B,35,38,97,4,12,2,0,0,7,0,0,5,16,0,3,2,0.124,0.17800000000000002,0.14400000000000002,0.322,2019
448,Reese McGuire,TOR,C,25,30,97,14,29,7,0,5,11,0,0,7,18,0,0,0,0.299,0.34600000000000003,0.526,0.872,2019
449,Cory Spangenberg,MIL,2B,29,32,95,11,22,2,2,2,10,3,0,6,36,1,0,0,0.23199999999999998,0.27699999999999997,0.358,0.635,2019
451,Tyler Wade,NYY,2B,25,43,94,16,23,3,1,2,11,7,0,11,28,2,0,1,0.245,0.33,0.36200000000000004,0.6920000000000001,2019
455,Steve Pearce,BOS,1B,37,29,89,9,16,4,0,1,9,0,0,7,31,0,1,1,0.18,0.245,0.258,0.503,2019
456,Rafael Ortega,ATL,OF,29,34,88,7,18,3,0,2,10,3,0,8,22,0,0,0,0.205,0.271,0.307,0.578,2019
457,Michael Taylor,WAS,OF,29,53,88,10,22,7,0,1,3,6,0,7,34,2,0,0,0.25,0.305,0.364,0.669,2019
458,Carlos Gomez,NYM,OF,34,34,86,10,17,3,0,3,10,4,1,7,30,2,1,3,0.198,0.278,0.337,0.615,2019
460,Zack Collins,CWS,DH,25,27,86,10,16,3,1,3,12,0,0,14,39,0,0,1,0.18600000000000003,0.307,0.349,0.6559999999999999,2019
462,Daniel Palka,CWS,OF,29,30,84,4,9,0,0,2,4,0,1,8,35,0,0,1,0.107,0.19399999999999998,0.179,0.373,2019
464,Chris Herrmann,OAK,C,32,30,84,9,17,3,0,1,8,0,0,9,29,1,0,0,0.20199999999999999,0.28,0.27399999999999997,0.5539999999999999,2019
465,Wilfredo Tovar,LAA,SS,29,31,83,5,16,5,0,0,5,0,0,5,15,0,0,0,0.193,0.239,0.253,0.49200000000000005,2019
466,Jonathan Davis,TOR,OF,28,37,83,8,15,1,0,2,6,3,1,5,24,1,1,5,0.18100000000000002,0.266,0.265,0.531,2019
469,Scott Schebler,CIN,OF,30,30,81,11,10,2,0,2,7,0,1,14,27,0,0,0,0.12300000000000001,0.253,0.222,0.475,2019
470,Pat Valaika,COL,2B,28,40,79,11,15,5,1,1,4,0,0,7,34,0,0,0,0.19,0.256,0.316,0.5720000000000001,2019
471,Jared Walsh,LAA,1B,27,34,79,6,16,5,1,1,5,0,0,6,35,0,0,2,0.203,0.276,0.32899999999999996,0.605,2019
472,Nico Hoerner,CHC,SS,23,20,78,13,22,1,1,3,17,0,0,3,11,0,1,0,0.282,0.305,0.436,0.741,2019
473,Abraham Toro,HOU,3B,23,25,78,13,17,3,2,2,9,1,1,9,19,0,1,1,0.218,0.303,0.385,0.688,2019
474,Sam Hilliard,COL,OF,26,27,77,13,21,4,2,7,13,2,0,9,23,0,0,1,0.273,0.35600000000000004,0.649,1.005,2019
476,Brendan Rodgers,COL,2B,24,25,76,8,17,2,0,0,7,0,0,4,27,0,0,1,0.22399999999999998,0.272,0.25,0.522,2019
477,Ryan McBroom,KC,OF,28,23,75,8,22,5,0,0,6,0,0,7,25,0,0,1,0.293,0.361,0.36,0.721,2019
478,Tim Federowicz,TEX,C,33,29,75,6,12,2,0,4,7,1,0,5,31,3,0,0,0.16,0.213,0.34700000000000003,0.56,2019
479,Scott Heineman,TEX,OF,27,25,75,8,16,6,0,2,7,1,2,9,20,0,0,1,0.213,0.306,0.373,0.679,2019
480,Gavin Lux,LAD,2B,22,23,75,12,18,4,1,2,9,2,0,7,24,0,0,0,0.24,0.305,0.4,0.705,2019
481,Seth Brown,OAK,OF,28,26,75,11,22,8,2,0,13,1,0,7,23,0,0,1,0.293,0.361,0.45299999999999996,0.8140000000000001,2019
482,Richard Urena,TOR,SS,24,30,74,4,18,6,0,0,4,0,0,2,23,3,0,1,0.243,0.273,0.324,0.597,2019
